IS_10	MISS_10	IS_20	MISS_20	IS_30	MISS_30	IS_40	MISS_40	IS_50	MISS_50	IS_60	MISS_60	IS_70	MISS_70	IS_80	MISS_80	IS_90	MISS_90	IS_100	MISS_100
 31	  1	 36	  6	 39	 14	 46	 20	 54	 26	 59	 33	 64	 40	 70	 45	 73	 52	 76	 59
 30	  1	 41	  4	 50	  8	 58	 12	 60	 20	 68	 25	 72	 33	 76	 40	 78	 48	 79	 57
 30	  1	 49	  2	 57	  6	 66	 11	 69	 18	 73	 25	 84	 29	 86	 37	 88	 45	 93	 51
 31	  0	 44	  2	 57	  5	 62	 11	 69	 16	 70	 25	 72	 33	 78	 39	 81	 47	 82	 56
 27	  1	 42	  4	 48	 10	 62	 13	 70	 17	 75	 22	 81	 28	 86	 33	 88	 41	 90	 49
 16	  2	 22	  7	 34	 10	 41	 16	 47	 22	 55	 26	 58	 33	 65	 38	 70	 44	 74	 51
 29	  0	 43	  2	 50	  6	 56	 12	 67	 15	 75	 21	 80	 27	 82	 35	 84	 43	 88	 50
 24	  1	 32	  6	 46	  7	 53	 13	 60	 17	 65	 23	 68	 31	 72	 37	 74	 45	 77	 52
 21	  0	 33	  3	 41	  8	 46	 14	 52	 20	 61	 25	 64	 33	 65	 42	 67	 50	 74	 54
 29	  1	 41	  4	 50	  7	 57	 11	 60	 18	 63	 25	 66	 33	 70	 40	 73	 47	 75	 55
 31	  2	 42	  5	 48	 10	 54	 16	 58	 23	 62	 30	 68	 34	 72	 41	 76	 49	 79	 56
 23	  2	 35	  4	 44	  6	 49	 11	 62	 13	 63	 22	 65	 31	 71	 36	 74	 44	 75	 53
 35	  1	 50	  1	 57	  6	 67	  7	 71	 13	 81	 16	 86	 21	 89	 28	 93	 35	 98	 41
 30	  1	 44	  5	 54	  9	 59	 15	 63	 22	 69	 28	 74	 34	 77	 41	 81	 48	 83	 56
 29	  1	 35	  5	 46	  7	 52	 13	 57	 19	 66	 22	 69	 29	 77	 34	 81	 40	 87	 47
 14	  2	 22	  6	 29	 11	 42	 13	 46	 20	 50	 26	 55	 31	 60	 37	 61	 46	 64	 54
 22	  1	 34	  5	 39	 10	 47	 14	 54	 19	 64	 22	 65	 31	 71	 37	 74	 44	 77	 51
 24	  1	 37	  3	 45	  8	 53	 12	 57	 18	 61	 24	 68	 30	 71	 37	 78	 43	 83	 48
 30	  0	 43	  2	 50	  8	 58	 12	 66	 16	 72	 21	 74	 30	 76	 39	 78	 47	 83	 53
 23	  1	 33	  5	 39	 10	 51	 14	 55	 20	 58	 27	 63	 34	 73	 39	 76	 46	 78	 54
 35	  0	 44	  3	 50	  9	 54	 15	 60	 20	 65	 27	 71	 31	 79	 35	 84	 41	 90	 46
 39	  1	 48	  5	 55	 10	 63	 12	 67	 19	 72	 24	 76	 31	 80	 38	 81	 47	 83	 55
 22	  4	 35	  7	 42	 12	 56	 14	 63	 20	 68	 26	 72	 32	 75	 39	 77	 47	 83	 52
 28	  1	 38	  3	 44	  8	 50	 12	 55	 18	 62	 24	 68	 28	 74	 33	 77	 40	 79	 48
 31	  1	 39	  5	 43	 11	 46	 18	 52	 23	 58	 27	 60	 35	 62	 43	 67	 50	 74	 54
 35	  1	 42	  5	 50	  9	 55	 14	 60	 20	 64	 26	 68	 32	 70	 40	 76	 45	 80	 52
 33	  1	 43	  5	 49	 10	 53	 18	 59	 23	 68	 28	 72	 35	 74	 43	 77	 50	 79	 58
 18	  2	 32	  5	 38	 11	 42	 17	 46	 24	 52	 29	 57	 35	 63	 41	 69	 46	 74	 52
 30	  1	 46	  3	 56	  6	 64	 11	 70	 16	 70	 26	 77	 30	 84	 33	 90	 37	 94	 43
 38	  1	 49	  5	 56	 10	 61	 16	 66	 23	 72	 29	 80	 33	 86	 37	 88	 45	 94	 51
 27	  0	 46	  2	 52	  7	 57	 12	 64	 17	 68	 24	 77	 27	 86	 31	 90	 37	 91	 46
 26	  2	 41	  4	 51	  8	 57	 14	 64	 19	 67	 27	 73	 32	 77	 38	 82	 44	 85	 51
 21	  2	 25	  8	 35	 11	 39	 18	 46	 23	 49	 30	 55	 37	 59	 44	 62	 51	 66	 57
 32	  0	 43	  3	 52	  6	 61	  9	 68	 13	 71	 21	 72	 30	 75	 37	 83	 43	 85	 51
 29	  1	 35	  5	 43	  9	 51	 14	 57	 18	 69	 21	 72	 29	 78	 35	 82	 42	 84	 50
 30	  1	 44	  2	 55	  4	 61	 11	 72	 14	 74	 22	 80	 28	 86	 34	 91	 39	 95	 47
 32	  1	 43	  4	 51	  9	 57	 15	 61	 23	 75	 25	 79	 31	 84	 36	 86	 44	 91	 50
 35	  2	 40	  9	 51	 13	 54	 20	 57	 27	 61	 34	 62	 43	 71	 47	 73	 55	 78	 60
 32	  1	 42	  5	 49	  9	 54	 15	 62	 18	 68	 24	 76	 28	 80	 34	 82	 42	 85	 49
 18	  3	 36	  6	 51	  8	 58	 12	 61	 19	 66	 25	 70	 32	 72	 40	 78	 44	 81	 51
 26	  3	 33	  8	 41	 13	 46	 18	 54	 22	 61	 26	 64	 33	 68	 40	 71	 48	 80	 52
 24	  1	 36	  2	 47	  6	 55	 11	 58	 18	 60	 26	 65	 32	 67	 40	 69	 48	 75	 54
 28	  1	 38	  5	 47	  9	 56	 13	 59	 21	 61	 29	 63	 37	 67	 44	 71	 50	 72	 59
 24	  0	 36	  2	 42	  7	 48	 11	 54	 16	 58	 22	 61	 29	 65	 35	 68	 43	 71	 50
 18	  2	 25	  7	 32	 13	 40	 17	 45	 23	 50	 29	 54	 36	 62	 39	 66	 45	 71	 51
 31	  1	 43	  3	 52	  6	 60	  9	 67	 14	 71	 21	 76	 27	 79	 35	 86	 41	 88	 49
 26	  3	 40	  6	 47	 11	 53	 16	 60	 22	 62	 30	 63	 39	 69	 45	 74	 51	 76	 59
 24	  0	 32	  5	 39	 11	 47	 14	 50	 22	 58	 26	 61	 33	 70	 37	 76	 43	 81	 48
 27	  1	 30	  8	 38	 10	 43	 17	 49	 21	 55	 25	 59	 32	 61	 40	 64	 47	 70	 52
 15	  3	 28	  5	 39	  8	 45	 14	 49	 21	 55	 26	 58	 33	 60	 41	 68	 44	 72	 50
 28	  1	 40	  4	 48	 10	 52	 17	 57	 23	 66	 28	 70	 34	 73	 41	 75	 49	 83	 53
 35	  0	 44	  3	 48	 10	 56	 14	 60	 20	 66	 27	 71	 33	 77	 39	 82	 44	 86	 50
 27	  0	 43	  3	 50	  9	 55	 15	 65	 19	 69	 25	 75	 30	 80	 35	 85	 40	 88	 49
 29	  0	 40	  4	 49	  8	 55	 12	 59	 18	 61	 26	 66	 31	 71	 37	 74	 45	 79	 52
 22	  3	 39	  4	 51	  6	 59	 10	 63	 17	 69	 22	 74	 28	 77	 35	 78	 44	 82	 51
 18	  1	 25	  7	 38	  9	 43	 15	 50	 21	 60	 25	 65	 30	 70	 37	 78	 41	 82	 49
 21	  1	 29	  4	 37	  8	 46	 14	 57	 18	 58	 27	 62	 35	 64	 44	 70	 50	 73	 58
 29	  0	 40	  4	 48	  7	 58	  8	 63	 13	 66	 20	 68	 28	 70	 36	 74	 44	 77	 51
 40	  1	 56	  2	 66	  6	 74	 12	 76	 20	 79	 27	 83	 33	 87	 39	 95	 43	 98	 51
 33	  1	 44	  5	 53	  9	 58	 15	 64	 21	 71	 26	 74	 33	 75	 42	 82	 46	 87	 52
 28	  1	 42	  5	 45	 12	 53	 16	 60	 21	 64	 27	 71	 32	 78	 38	 80	 46	 84	 52
 25	  2	 39	  4	 47	  9	 51	 16	 59	 19	 63	 25	 69	 31	 75	 36	 79	 43	 83	 50
 24	  2	 33	  5	 34	 14	 43	 17	 47	 25	 52	 31	 55	 38	 58	 45	 61	 53	 64	 60
 38	  1	 47	  4	 59	  7	 64	 12	 69	 18	 76	 23	 82	 29	 85	 36	 89	 43	 91	 51
 26	  1	 44	  2	 49	  7	 59	 10	 66	 14	 71	 19	 79	 23	 81	 32	 86	 37	 89	 45
 35	  0	 49	  1	 59	  6	 70	  8	 75	 15	 82	 18	 85	 25	 86	 34	 88	 42	 90	 51
 26	  1	 38	  2	 45	  7	 52	 11	 62	 13	 69	 19	 74	 24	 80	 29	 82	 37	 85	 44
 27	  1	 33	  6	 44	 10	 47	 17	 53	 22	 56	 29	 62	 35	 69	 40	 69	 50	 73	 57
 24	  1	 38	  4	 50	  7	 59	 11	 61	 19	 67	 24	 70	 32	 78	 35	 79	 44	 82	 52
 43	  0	 54	  3	 64	  6	 69	 12	 74	 18	 83	 22	 87	 28	 91	 34	 94	 41	 99	 47
 34	  1	 47	  4	 54	  9	 58	 15	 62	 21	 66	 29	 72	 34	 73	 43	 79	 48	 82	 56
 23	  0	 35	  2	 44	  6	 50	 11	 54	 17	 58	 24	 65	 30	 69	 36	 75	 41	 78	 48
 25	  0	 36	  4	 47	  8	 56	 11	 60	 18	 64	 24	 67	 31	 71	 37	 73	 45	 77	 51
 26	  2	 38	  4	 45	  7	 52	 11	 60	 15	 65	 22	 69	 29	 74	 35	 81	 39	 85	 45
 24	  1	 35	  4	 47	  9	 54	 15	 62	 19	 65	 26	 71	 31	 75	 37	 81	 44	 83	 52
 37	  2	 50	  4	 60	  8	 67	 12	 70	 20	 76	 26	 83	 31	 85	 39	 86	 48	 89	 55
 24	  3	 35	  5	 42	 11	 48	 16	 56	 21	 61	 27	 66	 33	 69	 40	 77	 44	 77	 54
 23	  0	 31	  5	 38	  9	 42	 15	 49	 20	 55	 26	 59	 34	 59	 44	 62	 52	 68	 57
 26	  0	 38	  2	 49	  5	 53	 11	 65	 15	 68	 22	 74	 28	 79	 33	 83	 39	 89	 44
 30	  2	 42	  3	 54	  5	 59	 11	 64	 17	 73	 21	 79	 28	 80	 37	 81	 46	 85	 52
 23	  3	 32	  7	 41	 10	 50	 13	 60	 16	 64	 23	 67	 30	 69	 38	 73	 45	 78	 50
 29	  1	 36	  7	 47	 10	 57	 13	 62	 19	 68	 24	 72	 32	 76	 38	 82	 44	 85	 52
 33	  0	 44	  3	 51	  7	 57	 13	 63	 19	 66	 26	 69	 33	 73	 40	 80	 45	 83	 52
 32	  1	 41	  5	 46	 11	 53	 17	 60	 20	 63	 28	 65	 36	 68	 44	 70	 52	 72	 60
 30	  1	 38	  5	 44	 10	 54	 14	 60	 19	 65	 25	 71	 30	 80	 35	 83	 42	 87	 48
 30	  0	 43	  3	 52	  7	 62	 10	 67	 16	 74	 21	 77	 29	 81	 35	 86	 41	 90	 47
 28	  0	 42	  2	 54	  3	 61	  8	 66	 14	 71	 19	 74	 27	 80	 32	 85	 38	 90	 45
 30	  2	 43	  5	 54	  8	 58	 15	 64	 20	 74	 23	 82	 26	 86	 32	 88	 41	 91	 48
 18	  0	 28	  4	 39	  7	 43	 13	 44	 22	 52	 27	 56	 33	 61	 39	 64	 46	 64	 56
 35	  1	 41	  7	 48	 12	 52	 19	 54	 27	 62	 32	 67	 38	 73	 43	 79	 48	 82	 55
 26	  2	 35	  6	 45	 10	 54	 13	 59	 20	 64	 25	 69	 30	 73	 36	 77	 43	 79	 51
 28	  0	 42	  1	 53	  6	 60	 12	 69	 15	 73	 22	 75	 30	 78	 37	 81	 44	 86	 50
 27	  0	 35	  3	 44	  7	 53	 10	 57	 16	 68	 19	 76	 25	 80	 32	 83	 39	 84	 48
 28	  2	 38	  7	 42	 14	 46	 21	 52	 26	 59	 32	 67	 35	 70	 43	 75	 49	 79	 55
 32	  1	 50	  2	 57	  7	 63	 13	 64	 22	 71	 26	 77	 31	 84	 34	 87	 41	 92	 47
 36	  0	 46	  4	 59	  7	 68	 12	 76	 18	 85	 23	 88	 30	 93	 35	 97	 43	103	 47
 33	  1	 52	  3	 60	  8	 71	 10	 80	 13	 89	 18	 94	 24	 98	 31	102	 38	102	 48
 25	  3	 44	  7	 55	  9	 65	 11	 69	 17	 72	 24	 76	 31	 82	 37	 87	 43	 89	 51
 22	  4	 34	  6	 42	 10	 46	 17	 56	 21	 60	 27	 66	 31	 71	 36	 74	 43	 78	 49
 26	  1	 40	  5	 47	 10	 55	 16	 68	 19	 73	 24	 76	 31	 79	 38	 80	 47	 89	 51
 35	  1	 41	  6	 54	  8	 63	 10	 67	 17	 72	 24	 74	 32	 82	 39	 86	 47	 90	 54
 22	  2	 30	  7	 36	 12	 42	 17	 49	 22	 53	 29	 57	 36	 63	 41	 70	 45	 71	 54
 23	  1	 34	  3	 44	  6	 53	 10	 58	 17	 63	 22	 68	 28	 72	 34	 78	 39	 80	 47
 25	  0	 36	  3	 40	  9	 47	 14	 52	 21	 62	 25	 69	 31	 75	 37	 79	 44	 85	 49
 27	  1	 38	  6	 45	 12	 49	 18	 56	 22	 59	 30	 64	 35	 70	 40	 73	 47	 80	 51
 33	  3	 41	 10	 49	 15	 54	 21	 59	 26	 63	 33	 69	 37	 76	 43	 82	 47	 83	 56
 28	  1	 40	  4	 50	  8	 65	 10	 69	 18	 76	 24	 80	 31	 84	 38	 89	 44	 91	 52
 31	  0	 44	  2	 54	  6	 61	  9	 69	 14	 74	 19	 76	 27	 78	 35	 81	 42	 83	 50
 26	  2	 40	  5	 47	  8	 52	 14	 59	 19	 64	 26	 68	 32	 71	 40	 76	 45	 82	 50
 29	  1	 36	  6	 45	 11	 48	 18	 58	 23	 66	 28	 72	 33	 75	 40	 81	 45	 84	 53
 26	  3	 39	  4	 50	  8	 54	 16	 57	 23	 61	 30	 68	 34	 70	 43	 72	 51	 78	 56
 20	  2	 32	  5	 39	 11	 46	 17	 56	 20	 61	 26	 65	 32	 68	 39	 71	 46	 76	 51
 29	  0	 41	  4	 52	  7	 57	 14	 63	 20	 68	 25	 70	 34	 74	 41	 77	 48	 79	 56
 21	  2	 32	  6	 40	 10	 47	 15	 52	 21	 57	 27	 59	 35	 63	 42	 68	 48	 71	 55
 23	  2	 41	  4	 52	  8	 60	 12	 67	 16	 74	 20	 75	 29	 77	 37	 82	 43	 85	 50
 24	  1	 36	  4	 45	  9	 53	 13	 55	 22	 59	 29	 62	 37	 62	 47	 66	 53	 69	 61
 30	  2	 34	  8	 42	 12	 47	 20	 59	 23	 68	 26	 71	 33	 72	 42	 76	 49	 78	 57
 35	  1	 42	  6	 51	 11	 58	 15	 69	 18	 72	 25	 74	 33	 78	 39	 82	 45	 84	 53
 27	  3	 36	  8	 44	 13	 49	 20	 61	 24	 67	 31	 73	 37	 76	 44	 82	 49	 88	 54
 23	  2	 32	  5	 38	 11	 46	 15	 50	 21	 55	 26	 58	 34	 61	 42	 62	 51	 66	 59
 15	  3	 30	  4	 41	  8	 45	 15	 49	 21	 55	 27	 56	 36	 61	 41	 65	 47	 68	 54
 30	  1	 43	  5	 47	 11	 49	 19	 55	 25	 58	 32	 64	 37	 69	 43	 71	 51	 75	 57
 29	  2	 37	  6	 46	 11	 56	 15	 57	 24	 61	 30	 64	 37	 65	 46	 70	 52	 75	 58
 22	  3	 28	  9	 32	 15	 43	 18	 50	 23	 58	 27	 62	 33	 64	 42	 67	 49	 72	 55
 27	  0	 37	  4	 44	  9	 50	 15	 54	 21	 62	 25	 68	 31	 72	 38	 77	 44	 79	 52
 30	  0	 42	  2	 53	  5	 56	 12	 66	 17	 69	 24	 76	 27	 81	 33	 83	 41	 86	 49
 35	  0	 43	  3	 47	  9	 50	 16	 57	 20	 60	 28	 64	 34	 68	 41	 71	 49	 78	 55
 24	  0	 35	  1	 44	  6	 52	 10	 58	 16	 62	 22	 67	 28	 75	 33	 82	 36	 84	 45
 34	  1	 46	  5	 54	  9	 57	 16	 62	 22	 70	 25	 74	 33	 78	 39	 81	 46	 85	 53
 21	  1	 33	  5	 40	  8	 44	 15	 49	 21	 55	 26	 59	 33	 63	 40	 64	 49	 67	 56
 27	  1	 36	  6	 49	  8	 64	 10	 71	 14	 78	 19	 86	 24	 92	 30	 97	 37	 99	 45
 22	  0	 29	  5	 36	 10	 39	 18	 45	 25	 48	 32	 55	 37	 61	 43	 67	 48	 70	 55
 40	  0	 50	  3	 56	  9	 63	 14	 65	 22	 72	 28	 75	 36	 81	 43	 89	 47	 94	 52
 32	  2	 40	  6	 51	  7	 57	 11	 62	 18	 69	 24	 73	 31	 80	 35	 82	 43	 85	 51
 34	  0	 51	  0	 58	  5	 65	 10	 69	 16	 74	 23	 79	 30	 80	 39	 86	 44	 92	 50
 33	  3	 47	  6	 59	 10	 71	 14	 76	 20	 80	 26	 84	 32	 87	 40	 89	 48	 94	 54
 29	  0	 43	  3	 47	  9	 54	 15	 61	 18	 69	 22	 74	 28	 77	 35	 80	 43	 80	 53
 24	  2	 38	  5	 43	 11	 46	 18	 49	 25	 55	 31	 59	 38	 64	 44	 67	 51	 71	 57
 26	  1	 35	  5	 45	  8	 46	 17	 52	 21	 53	 30	 55	 38	 58	 45	 63	 52	 70	 57
 28	  2	 37	  6	 44	 10	 52	 16	 57	 22	 64	 27	 70	 32	 76	 38	 78	 46	 81	 53
 37	  0	 52	  2	 60	  7	 65	 14	 67	 22	 71	 28	 75	 34	 75	 44	 80	 49	 82	 57
 30	  0	 47	  2	 59	  5	 61	 13	 63	 21	 65	 29	 68	 36	 72	 42	 76	 48	 79	 55
 28	  2	 36	  7	 48	 11	 54	 16	 59	 23	 65	 28	 71	 33	 73	 41	 77	 48	 80	 55
 21	  3	 29	  8	 36	 12	 38	 20	 45	 24	 56	 26	 64	 30	 70	 36	 74	 43	 81	 48
 18	  5	 29	  8	 34	 15	 41	 20	 49	 24	 56	 30	 63	 35	 67	 42	 70	 49	 70	 59
 28	  0	 35	  6	 43	 10	 49	 15	 53	 22	 59	 28	 63	 35	 64	 44	 69	 49	 70	 58
 27	  1	 37	  5	 50	  7	 54	 14	 58	 20	 62	 26	 64	 34	 67	 41	 68	 50	 71	 58
 22	  2	 31	  7	 38	 13	 44	 19	 52	 25	 56	 31	 61	 36	 71	 39	 75	 45	 76	 54
 21	  0	 35	  2	 49	  4	 58	  8	 59	 17	 64	 23	 68	 29	 72	 35	 74	 43	 79	 49
 34	  1	 51	  3	 58	  7	 62	 14	 71	 17	 72	 26	 78	 31	 86	 35	 88	 43	 96	 48
 25	  1	 39	  5	 52	  9	 55	 16	 57	 25	 68	 29	 71	 37	 75	 43	 76	 52	 78	 60
 33	  2	 37	  9	 45	 13	 54	 17	 58	 23	 63	 28	 69	 34	 74	 40	 79	 45	 85	 50
 28	  1	 43	  3	 51	  9	 60	 12	 64	 18	 70	 24	 71	 33	 76	 39	 81	 45	 90	 49
 28	  2	 37	  7	 45	 11	 57	 14	 69	 16	 73	 24	 74	 33	 79	 38	 80	 47	 82	 55
 27	  1	 42	  3	 48	  7	 57	 12	 69	 17	 71	 25	 75	 31	 79	 38	 81	 46	 86	 51
 35	  1	 53	  2	 59	  6	 68	 11	 76	 13	 83	 18	 86	 25	 89	 32	 92	 40	 98	 46
 31	  0	 40	  3	 47	  9	 58	 13	 68	 16	 74	 20	 77	 28	 81	 34	 83	 42	 86	 49
 34	  1	 48	  3	 59	  7	 70	 10	 76	 15	 88	 17	 91	 24	 95	 32	 97	 40	103	 45
 28	  0	 42	  2	 48	  8	 56	 11	 61	 17	 67	 24	 72	 29	 77	 37	 81	 43	 87	 49
 26	  1	 41	  4	 53	  5	 61	 10	 67	 15	 73	 21	 79	 27	 83	 34	 87	 40	 91	 46
 28	  1	 39	  4	 48	  9	 54	 15	 59	 21	 64	 27	 69	 33	 76	 38	 80	 44	 83	 52
 26	  0	 32	  6	 41	  8	 48	 12	 55	 17	 58	 25	 63	 31	 67	 38	 70	 45	 73	 52
 24	  1	 33	  5	 45	  8	 58	  9	 64	 14	 70	 20	 76	 25	 82	 30	 87	 37	 90	 44
 28	  2	 36	  7	 45	  8	 49	 15	 56	 19	 62	 25	 69	 28	 72	 36	 74	 45	 76	 53
 24	  1	 34	  5	 44	  8	 54	 13	 57	 20	 60	 28	 65	 35	 75	 39	 77	 47	 79	 55
 32	  1	 42	  5	 53	  7	 58	 13	 65	 18	 74	 23	 80	 27	 85	 32	 93	 35	 96	 42
 23	  1	 34	  3	 48	  6	 54	 10	 60	 15	 64	 23	 69	 29	 76	 33	 84	 38	 86	 46
 24	  1	 40	  3	 47	  9	 54	 12	 59	 17	 67	 21	 71	 27	 76	 33	 78	 41	 82	 47
 30	  0	 43	  3	 50	  8	 52	 16	 59	 20	 62	 27	 67	 32	 69	 40	 73	 46	 77	 52
 32	  0	 41	  3	 49	  8	 59	 11	 66	 14	 69	 22	 77	 26	 82	 32	 84	 40	 88	 47
 28	  1	 44	  3	 49	  9	 58	 11	 64	 16	 68	 23	 71	 30	 77	 35	 84	 41	 91	 47
 32	  1	 42	  4	 55	  7	 61	 14	 66	 20	 70	 27	 75	 34	 79	 40	 81	 48	 88	 53
 23	  1	 39	  2	 44	  8	 46	 16	 51	 23	 55	 29	 62	 35	 67	 41	 74	 46	 79	 51
 31	  0	 46	  2	 51	  9	 60	 13	 69	 17	 77	 21	 79	 29	 81	 37	 83	 45	 85	 53
 29	  2	 45	  4	 56	  8	 59	 16	 64	 21	 72	 25	 76	 32	 81	 38	 85	 45	 87	 53
 20	  1	 30	  6	 41	 10	 45	 16	 50	 22	 60	 24	 61	 33	 64	 40	 67	 48	 73	 55
 40	  0	 48	  5	 57	  8	 66	 12	 70	 18	 73	 25	 75	 33	 81	 40	 82	 49	 83	 58
 31	  0	 44	  1	 53	  7	 61	 11	 70	 15	 73	 23	 78	 30	 82	 36	 86	 44	 90	 50
 30	  1	 44	  4	 51	  9	 61	 13	 73	 15	 81	 19	 88	 24	 93	 30	 99	 36	100	 45
 36	  1	 47	  5	 64	  6	 73	  9	 79	 15	 89	 20	 95	 25	 99	 32	104	 38	105	 47
 26	  0	 34	  4	 42	 10	 53	 13	 59	 19	 64	 24	 67	 31	 70	 38	 75	 43	 77	 51
 28	  1	 38	  4	 44	 10	 49	 16	 59	 21	 62	 28	 66	 34	 70	 40	 73	 47	 78	 52
 28	  2	 40	  6	 47	 10	 55	 13	 60	 19	 67	 24	 71	 31	 76	 37	 78	 46	 78	 56
 23	  3	 37	  6	 46	 10	 50	 16	 59	 19	 65	 23	 71	 29	 74	 36	 78	 43	 84	 48
 31	  1	 45	  3	 62	  5	 65	 13	 71	 18	 77	 22	 80	 29	 82	 37	 82	 47	 86	 54
 30	  1	 36	  7	 47	 10	 57	 14	 60	 21	 65	 27	 68	 35	 72	 41	 73	 50	 76	 57
 20	  2	 35	  3	 50	  6	 52	 14	 55	 21	 65	 24	 71	 29	 77	 34	 80	 41	 82	 49
 21	  2	 30	  7	 41	  9	 50	 14	 58	 19	 61	 26	 65	 33	 69	 39	 70	 48	 76	 53
 25	  2	 39	  4	 43	 10	 51	 15	 52	 24	 57	 30	 60	 37	 63	 44	 65	 52	 68	 60
 26	  0	 40	  1	 47	  5	 51	 12	 60	 15	 73	 17	 78	 22	 80	 30	 85	 35	 87	 43
 36	  1	 46	  6	 55	 10	 57	 18	 61	 24	 64	 31	 66	 39	 70	 45	 70	 55	 73	 63
 29	  2	 41	  4	 51	  8	 58	 14	 64	 19	 70	 25	 75	 31	 77	 40	 77	 50	 79	 59
 28	  0	 45	  1	 53	  5	 58	 10	 61	 17	 65	 24	 68	 31	 77	 35	 79	 43	 81	 51
 32	  0	 45	  1	 50	  6	 59	  9	 71	 11	 72	 20	 78	 26	 82	 33	 86	 39	 86	 49
 32	  1	 43	  4	 51	  8	 56	 14	 64	 19	 68	 26	 70	 34	 77	 37	 81	 44	 86	 50
 19	  5	 28	  9	 37	 11	 44	 14	 51	 17	 55	 23	 57	 32	 61	 39	 71	 42	 74	 49
 26	  2	 40	  2	 46	  6	 53	 12	 59	 18	 63	 25	 65	 33	 69	 40	 73	 46	 77	 52
 20	  1	 33	  4	 40	  9	 48	 14	 49	 23	 61	 26	 68	 32	 70	 40	 73	 47	 76	 54
 29	  1	 40	  4	 49	  8	 51	 16	 57	 20	 65	 24	 70	 30	 74	 37	 80	 43	 84	 50
 27	  1	 36	  6	 45	 11	 51	 16	 56	 23	 64	 26	 74	 29	 75	 38	 76	 47	 76	 57
 35	  0	 45	  4	 50	  9	 54	 16	 63	 18	 69	 24	 77	 29	 77	 39	 81	 46	 84	 53
 26	  1	 46	  3	 53	  6	 63	 10	 70	 14	 75	 20	 81	 25	 85	 32	 90	 38	 94	 44
 38	  0	 46	  6	 55	 11	 65	 15	 70	 21	 72	 29	 78	 35	 83	 41	 88	 47	 90	 55
 26	  3	 39	  6	 45	 12	 51	 17	 61	 20	 64	 28	 71	 34	 79	 38	 81	 46	 89	 52
 32	  1	 44	  3	 54	  6	 72	  8	 76	 14	 79	 21	 83	 27	 83	 37	 87	 43	 91	 50
 19	  1	 31	  3	 41	  5	 52	  8	 58	 13	 61	 21	 67	 26	 75	 32	 81	 37	 86	 44
 25	  1	 38	  2	 48	  7	 57	 12	 64	 16	 67	 23	 73	 27	 79	 32	 85	 38	 90	 44
 22	  1	 31	  5	 42	  8	 52	 10	 57	 16	 62	 21	 67	 27	 70	 35	 75	 40	 79	 46
 32	  0	 43	  4	 47	 11	 56	 14	 65	 19	 68	 27	 73	 33	 81	 38	 88	 44	 92	 51
 35	  1	 45	  4	 55	  7	 64	 11	 66	 19	 73	 22	 78	 27	 78	 37	 83	 43	 85	 51
 28	  1	 36	  6	 46	 10	 54	 14	 65	 16	 70	 23	 76	 28	 83	 33	 93	 37	 98	 42
 32	  1	 45	  3	 56	  6	 61	 12	 68	 17	 74	 24	 77	 32	 80	 40	 82	 48	 86	 55
 25	  0	 40	  2	 53	  5	 60	 10	 69	 13	 71	 21	 77	 25	 82	 30	 86	 37	 91	 42
 32	  2	 48	  3	 58	  6	 66	 12	 71	 17	 77	 22	 84	 27	 86	 35	 91	 41	 95	 47
 27	  2	 33	  7	 36	 14	 47	 20	 51	 26	 59	 30	 64	 35	 69	 40	 72	 47	 78	 52
 26	  1	 33	  5	 43	  8	 44	 17	 53	 22	 56	 29	 60	 36	 63	 43	 65	 51	 69	 59
 23	  1	 35	  5	 40	 11	 44	 18	 53	 21	 58	 27	 60	 35	 63	 42	 67	 48	 72	 54
 30	  0	 41	  3	 54	  4	 58	 11	 60	 19	 63	 27	 70	 33	 76	 39	 80	 45	 85	 51
 25	  2	 36	  5	 42	  9	 55	 12	 62	 16	 67	 23	 74	 27	 76	 35	 80	 41	 84	 47
 23	  2	 33	  5	 40	 10	 47	 15	 50	 22	 55	 29	 59	 35	 66	 39	 74	 43	 76	 51
 25	  0	 38	  2	 50	  5	 56	 11	 59	 18	 68	 21	 71	 28	 71	 38	 75	 45	 76	 54
 20	  2	 35	  4	 40	  9	 44	 15	 50	 19	 55	 24	 61	 30	 65	 36	 66	 45	 68	 54
 29	  0	 43	  4	 50	  7	 51	 16	 55	 23	 60	 28	 63	 35	 66	 42	 72	 46	 74	 54
 42	  0	 55	  3	 63	  6	 70	 10	 76	 15	 80	 21	 90	 25	 91	 34	 91	 44	 97	 51
 24	  1	 37	  4	 45	  9	 50	 15	 54	 21	 60	 26	 62	 34	 63	 43	 67	 50	 71	 58
 22	  3	 43	  6	 48	 12	 55	 18	 58	 27	 59	 36	 66	 39	 72	 43	 74	 51	 81	 56
 26	  1	 44	  2	 48	  8	 59	 11	 67	 16	 73	 21	 79	 26	 81	 34	 83	 42	 89	 47
 25	  0	 37	  3	 51	  5	 53	 13	 62	 17	 64	 25	 74	 28	 79	 34	 84	 39	 93	 43
 28	  0	 34	  5	 45	  8	 57	 10	 63	 15	 67	 22	 68	 31	 74	 35	 82	 40	 83	 49
 26	  0	 34	  5	 40	 10	 50	 13	 61	 16	 69	 19	 70	 28	 75	 35	 81	 41	 85	 47
 30	  0	 38	  5	 44	 11	 49	 16	 57	 21	 62	 27	 66	 34	 70	 41	 75	 47	 79	 53
